Name,SMILES,InChI,InChIKey,Source,FooDB ID,DNMT1,DNMT3a,DNMT3b,HAT/Ep300,HAT2B/Ep300,HAT3B/p300,EZH2,PRMT1,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HDAC10,HDAC11,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SIRT7,LSD1,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,KDM7A,KDM8,BET/BRD4,Unknown epigenetic target DNMT,Unknown epigenetic target HAT,Unknown epigenetic target HDAC,Unknown epigenetic target,Total Targets,COCONUT ID,DOI
Ellagic acid (EA),C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",AFSDNFLWKVMVRB-UHFFFAOYSA-N,"Berries (strawberries, raspberries, pomegranates)",FDB012575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0224900,10.1007/s11356-021-15594-8
Emodin,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,"InChI=1S/C15H10O5/c1-6-2-8-12(10(17)3-6)15(20)13-9(14(8)19)4-7(16)5-11(13)18/h2-5,16-18H,1H3",RHMXXJGYXNZAPX-UHFFFAOYSA-N,Certain plants like rhubarb,FDB013862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0191322,10.3390/nu13113714
Epiberberine,COc1cc2CC[n+]3cc4c(ccc5OCOc45)cc3c2cc1OC,"InChI=1S/C20H18NO4/c1-22-18-8-13-5-6-21-10-15-12(3-4-17-20(15)25-11-24-17)7-16(21)14(13)9-19(18)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1",FPJQGFLUORYYPE-UHFFFAOYSA-N,"Plants like goldenseal, Oregon grape, barberry",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0447698,10.1016/j.apsb.2020.06.007
Epicatechin,O[C@@H]1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15?/m1/s1",PFTAWBLQPZVEMU-AFYYWNPRSA-N,"Dark chocolate, cocoa, some fruits",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0293352,10.1007/s00011-020-01425-y
Epigallocatechin gallate,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,Green tea,FDB004350,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CNP0258703,"10.3389/fgene.2021.758733,10.1080/10408398.2021.1968786,10.3389/fgene.2022.960263,10.3390/ijms21114006,10.3389/fimmu.2020.01407,10.3390/ijms20030532,10.1159/000480636,10.1016/j.taap.2021.115467,10.3390/molecules25030467,10.3390/antiox10121859,10.1515/reveh-2016-0041,10.3390/antiox11010035,10.3390/plants11192524,10.1080/10408398.2020.1825286,10.1016/j.foodres.2019.108646,10.1186/s13148-019-0659-4"
Ethanol,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,"Alcoholic beverages, fermented sugars",FDB000753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not in database,"10.1080/10408398.2020.1850416,10.1007/s12032-022-01789-7,10.1002/med.21881,10.1016/j.expneurol.2022.114121,10.3390/nu14245361,10.1016/bs.irn.2020.08.005,10.1002/bdr2.1743,10.1016/j.metabol.2021.154909,10.3390/ijms22105170,10.3389/fphys.2021.691738,10.1016/bs.irn.2020.08.002,10.3389/fmolb.2021.643273,10.1002/pd.5731,10.5114/ain.2020.104815,10.1007/s10528-019-09941-1,10.1016/j.semcdb.2018.05.025,10.1016/j.alcohol.2020.04.008,10.1093/eep/dvz022,10.1098/rsob.180115,10.1002/jcp.28229,10.1016/j.ijdevneu.2019.06.004,10.1111/bdi.12668,10.1016/bs.pmbts.2018.03.002,10.1111/jop.12642,10.1016/j.mrrev.2018.06.002,10.1002/jat.3504,10.1111/apa.14221,10.3389/fendo.2017.00178,10.1111/ajad.12465,10.1146/annurev-nutr-071715-051004,10.3390/genes8060150,10.5604/01.3001.0010.0274,10.1002/gch2.201700043,10.1615/JEnvironPatholToxicolOncol.2017020927,10.1080/10643389.2022.2129941,10.1111/acer.14972,10.1016/j.alcohol.2017.01.001,10.3390/ijms231911804,10.3390/nu12103118,10.1080/13543776.2020.1725470,10.1055/s-0040-1721814,10.1016/j.ymgme.2019.05.003,10.1093/advances/nmy025,10.1038/nrneurol.2016.187,10.1051/jbio/2017014,10.1016/j.coph.2019.10.007,10.1016/bs.irn.2021.06.008,10.3390/ijms21093223,10.3389/fped.2020.00359,10.1016/j.neubiorev.2020.08.018,10.1556/650.2019.31352,10.1139/bcb-2018-0248,10.1016/bs.pmbts.2017.11.024,10.3892/ol.2017.7597,10.1016/j.neuropharm.2017.02.002,10.3390/ijms18071386,10.3389/fimmu.2021.752359,10.1016/j.neubiorev.2018.07.004,10.2174/1568026616666160414124816,10.7150/ijbs.21047,10.1021/acs.jmedchem.7b00115,10.2174/1570159X19666211101111430,10.1007/978-3-319-43580-0_3,10.1177/1179069518779809,10.1017/S0029665118002914,10.1007/s40572-017-0130-7,10.1016/j.bcp.2017.06.113,10.1016/j.alcohol.2016.11.004,10.2174/1874473711666180402142012,10.1016/j.ijdevneu.2018.09.001"
Eugenol,COc1cc(CC=C)ccc1O,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,"Cloves, cinnamon, nutmeg, basil",FDB012171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0134292,10.3390/nu13113714
Evodiamine,CN1[C@H]2N(CCc3c2[nH]c4ccccc34)C(=O)c5ccccc15,"InChI=1S/C19H17N3O/c1-21-16-9-5-3-7-14(16)19(23)22-11-10-13-12-6-2-4-8-15(12)20-17(13)18(21)22/h2-9,18,20H,10-11H2,1H3/t18-/m0/s1",TXDUTHBFYKGSAH-SFHVURJKSA-N,Evodia rutaecarpa (herb used in traditional Chinese medicine),Not in database,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0222109,10.3390/nu13113714
Fisetin,Oc1ccc2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O,"InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,16-18,20H",XHEFDIBZLJXQHF-UHFFFAOYSA-N,"Fruits and vegetables (strawberries, apples, onions)",FDB000624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CNP0276366,10.15430/JCP.2020.25.4.189
Folate,NC1=Nc2ncc(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C(O)=O)nc2C(=O)N1,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/p-1/t12-/m0/s1",OVBPIULPVIDEAO-LBPRGKRZSA-M,"Leafy green vegetables, legumes, fortified grains, citrus fruits",Not in database,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0324599,"10.3390/cells11020214,10.3389/fnagi.2022.1048333,10.1016/j.drudis.2020.12.006,10.31403/rpgo.v66i2230,10.1158/1535-7163.MCT-20-0423,10.1084/jem.20181965,10.1530/REP-17-0537,10.1016/j.canlet.2018.05.045,10.3390/nu9080837,10.1186/s40104-017-0173-5,10.1016/j.cca.2017.09.001,10.3390/nu13124562,10.1152/physiol.00014.2022,10.1007/s10571-020-00979-z,10.3389/fgene.2022.985975,10.23736/S2724-5276.20.06166-6,10.21037/tau-20-592,10.3390/ijms21093290,10.3390/nu12103118,10.3168/jds.2019-17319,10.3390/nu12092867,10.1055/s-0040-1721814,10.1016/j.biochi.2019.07.008,10.1097/WCO.0000000000000752,10.1080/10408398.2017.1359488,10.1016/j.mad.2017.10.001,10.1097/MCO.0000000000000477,10.1093/nutrit/nuy006,10.3390/nu9020123,10.1016/j.encep.2016.07.007,10.1080/10408398.2019.1571480,10.1016/j.yfrne.2019.100773,10.1111/cge.13421,10.1016/j.mam.2016.11.007,10.3390/nu12092738,10.1016/j.placenta.2022.02.022,10.20960/nh.02810,10.1093/bib/bbw116"
Folic acid,NC1=Nc2ncc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)nc2C(=O)N1,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1",OVBPIULPVIDEAO-LBPRGKRZSA-N,"Leafy greens, legumes, fortified grains",FDB014504,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0327214,"10.1007/s11356-021-15594-8,10.3390/genes13010031,10.3389/fnut.2022.992986,10.12998/wjcc.v9.i36.11122,10.1016/j.cca.2020.11.013,10.3168/jds.2019-17319,10.1002/mnfr.201900377,10.2174/1871530319666190529101816,10.3390/ijms20020319,10.1155/2017/1670815,10.3390/nu9020123,10.3390/ijms24032346,10.3390/antiox11010035,10.3390/nu13124345,10.3390/nu9090962,10.6133/apjcn.202012_29(S1).01,10.2741/4636,10.1016/j.ijdevneu.2018.09.001"
Fructose,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1",BJHIKXHVCXFQLS-UYFOZJQFSA-N,"Fruits, honey, sweetened foods and beverages",FDB012528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0188953,"10.1080/13813455.2020.1745851,10.3390/ijms21228761,10.1093/ckj/sfz106,10.1007/s00018-019-03390-0,10.1146/annurev-nutr-062220-025831,10.1007/s11255-017-1544-8"
Fucoidan,CC1C(C(C(C(O1)C)OS(=O)(=O)O)O)OC,"InChI=1S/C8H16O7S/c1-4-7(13-3)6(9)8(5(2)14-4)15-16(10,11)12/h4-9H,1-3H3,(H,10,11,12)/t4-,5+,6+,7-,8-/m1/s1",WZPKXSSMRAQGAC-DWOUCZDBSA-N,"Brown seaweed (kelp, kombu, wakame)",Not in database,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0233524,10.1007/s11356-021-15594-8
Fucoxanthin,CC(=O)O[C@H]1CC(C)(C)[C](=[C]=[CH]C(\C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,"InChI=1S/C42H58O6/c1-29(18-14-19-31(3)22-23-37-38(6,7)26-35(47-33(5)43)27-40(37,10)46)16-12-13-17-30(2)20-15-21-32(4)36(45)28-42-39(8,9)24-34(44)25-41(42,11)48-42/h12-22,34-35,44,46H,24-28H2,1-11H3/b13-12+,18-14+,20-15+,29-16+,30-17+,31-19+,32-21+/t23?,34-,35-,40+,41+,42-/m0/s1",SJWWTRQNNRNTPU-ABBNZJFMSA-N,"Brown seaweed (wakame, hijiki, kombu)",FDB023058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CNP0133244,10.1007/s11356-021-15594-8
Fumarate,[O-]C(=O)/C=C/C([O-])=O,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-L,"Fruits, vegetables, meat",FDB030865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Not in database,"10.1186/s13014-020-01638-9,10.1186/s13148-019-0702-5"
Galactose,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6-/m0/s1",GZCGUPFRVQAUEE-KCDKBNATSA-N,"Dairy products, fruits, legumes",FDB012703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,10.5582/ddt.2019.01079
Gallic Acid,OC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N,"Fruits (blueberries, strawberries, grapes)",FDB000662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0274256,"10.3390/ijms20184567,10.3390/ijms231911712,10.1007/s00011-020-01425-y"
Garcinol,CC(C)=CC[C@@H](C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)\C(=C(O)\c3ccc(O)c(O)c3)C1=O)C2=O)C(C)=C,"InChI=1S/C38H50O6/c1-22(2)11-13-27(25(7)8)20-37-21-28(15-12-23(3)4)36(9,10)38(35(37)44,18-17-24(5)6)34(43)31(33(37)42)32(41)26-14-16-29(39)30(40)19-26/h11-12,14,16-17,19,27-28,39-41H,7,13,15,18,20-21H2,1-6,8-10H3/b32-31-/t27-,28+,37+,38-/m0/s1",DTTONLKLWRTCAB-BZSUNBQASA-N,Garcinia indica fruit,FDB018674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0174866,"10.3389/fonc.2020.605386,10.2217/epi-2018-0081"
Genistein,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",TZBJGXHYKVUXJN-UHFFFAOYSA-N,Soybeans and soy products,FDB011828,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0394487,"10.3389/fgene.2021.758733,10.1016/j.nut.2020.111119,10.1155/2021/9995903,10.1016/j.taap.2021.115467,10.1007/978-3-030-20301-6_16,10.1080/10408398.2020.1825286,10.1016/j.foodres.2019.108646,10.1186/s13148-019-0659-4,10.1016/j.reprotox.2016.07.011"
Geranylgeranoic acid,CC(=CCCC(=CCCC(=CCCC(=CC(=O)O)C)C)C)C,"InChI=1S/C20H32O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h9,11,13,15H,6-8,10,12,14H2,1-5H3,(H,21,22)/b17-11+,18-13+,19-15+",SZNLKILVMCHHSD-OZFNKYQOSA-N,Not reported,Not reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,"10.1016/j.apsb.2020.06.007, 10.1016/j.apsb.2020.06.007,"
Glucose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6+/m0/s1",GZCGUPFRVQAUEE-SLPGGIOYSA-N,"Carbohydrate-rich foods (grains, fruits, starchy vegetables)",FDB093715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0324595,"10.3389/fcell.2021.703671,10.3389/fphar.2021.759299,10.1186/s13317-020-00145-x,10.3390/cells9112403,10.3389/fonc.2020.00281,10.1080/10408363.2019.1699498,10.3390/cancers12123788,10.3390/ijms21113864,10.3390/ijms21186902,10.1186/s43042-020-00054-8,10.3389/fgene.2020.00993,10.1016/j.molmet.2019.06.007,10.1007/s11892-019-1214-6,10.1016/j.scispo.2019.10.002,10.3390/ncrna5010030,10.1186/s13046-019-1495-2,10.3390/nu11081872,10.2174/1871530319666190305131813,10.1002/ajmg.c.31678,10.1016/j.molmet.2019.10.005,10.1155/2019/3821409,10.1007/s00125-019-05011-8,10.1007/s11892-019-1168-8,10.3389/fonc.2019.00753,10.1097/HJH.0000000000002156,10.1016/j.cpcardiol.2017.05.001,10.1007/s10863-018-9751-2,10.1002/dvdy.24553,10.1007/s00125-017-4497-7,10.1038/s41574-018-0005-5,10.3389/fnut.2018.00025,10.1007/s00018-018-2760-9,10.1016/j.cnd.2018.07.004,10.3390/ijms19061647,10.1016/j.tem.2016.09.003,10.1186/s13148-017-0399-2,10.3390/ijms18122628,10.3390/nu9050437,10.3389/fgene.2016.00226,10.1155/2017/7267910,10.1093/nutrit/nuw033,10.1016/j.jped.2017.02.004,10.1159/000479510,10.1007/s00125-017-4360-x,10.1042/BSR20160611,10.1530/JOE-17-0039,10.1007/s10522-016-9670-8,10.1093/cvr/cvac058,10.2174/1568009616666160512145436,10.3389/fnut.2022.992986,10.5582/ddt.2019.01079,10.1111/obr.12817,10.1097/WCO.0000000000000752,10.3390/ijms20030532,10.1080/14728222.2019.1624721,10.3389/fendo.2018.00357,10.1007/s10863-017-9740-x,10.3389/fendo.2018.00217,10.3390/nu9020148,10.2174/1389450117666151209120345"
Glutamate,N[C@@H](CCC([O-])=O)C([O-])=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-2/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-L,"Meat, fish, dairy products, soy sauce",FDB020321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,"10.1007/s11011-021-00719-2,10.1016/j.freeradbiomed.2020.07.017,10.1016/j.biopsych.2019.11.001,10.3934/genet.2018.3.177,10.1093/ijnp/pyx052,10.3390/ijms21176252,10.2147/NDT.S203103,10.1021/acschemneuro.9b00044,10.3389/fnmol.2018.00423,10.1016/j.psychres.2017.07.059,10.1016/j.ynstr.2016.08.004"
Glutamic Acid,N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,"Protein-rich foods (meat, fish, dairy products, legumes)",FDB012536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0191057,10.1016/j.banm.2020.04.004
Gossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,"InChI=1S/C30H30O8/c1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36/h7-12,33-38H,1-6H3",QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cottonseed,FDB000742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CNP0219436,10.1016/j.taap.2021.115467
Grifolin,CCC(C)(O)C(O)\C=C\C=C(C)\CCC=C(C)C,"InChI=1S/C22H32O2/c1-16(2)8-6-9-17(3)10-7-11-18(4)12-13-20-21(23)14-19(5)15-22(20)24/h8,10,12,14-15,23-24H,6-7,9,11,13H2,1-5H3/b17-10+,18-12+",PZHNKNRPGLTZPO-VZRGJMDUSA-N,"Fungus (Grifola frondosa, commonly known as maitake)",FDB002311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0225987,"10.3390/nu13113714,10.4103/1995-7645.272482"
